consumer,metric,recorded_prey_species,prey_with_trait,prey_trait_coverage,included_in_analysis
Rasbora borapetensis,ctmax,2,0,0.0,false
Rasbora trilineata,ctmax,1,0,0.0,false
Retropinna retropinna,ctmax,22,0,0.0,false
Rhabdosargus thorpei,ctmax,5,0,0.0,false
Rhinichthys osculus,ctmax,8,0,0.0,false
Rhinogobius giurinus,ctmax,12,0,0.0,false
Rhodeus amarus,ctmax,7,1,0.142857142857143,true
Rhynchocypris percnurus,ctmax,8,0,0.0,false
Richardsonius balteatus,ctmax,6,1,0.166666666666667,true
Rita rita,ctmax,5,0,0.0,false
Rutilus frisii,ctmax,4,0,0.0,false
Salmo ohridanus,ctmax,4,0,0.0,false
Salvelinus confluentus,ctmax,8,0,0.0,false
Sander volgensis,ctmax,8,4,0.5,true
Sarda chiliensis,ctmax,23,4,0.173913043478261,true
Sarda orientalis,ctmax,5,1,0.2,true
Sarda sarda,ctmax,15,3,0.2,true
Sardinops sagax,ctmax,41,1,0.024390243902439,true
Sargochromis carlottae,ctmax,2,0,0.0,false
Sarotherodon melanotheron,ctmax,15,0,0.0,false
Scaphirhynchus platorynchus,ctmax,2,0,0.0,false
Scaphognathops stejnegeri,ctmax,4,0,0.0,false
Scarus schlegeli,ctmax,3,0,0.0,false
Scatophagus argus,ctmax,7,0,0.0,false
Schilbe intermedius,ctmax,22,6,0.272727272727273,true
Scolopsis taenioptera,ctmax,2,0,0.0,false
Scomber australasicus,ctmax,11,1,0.0909090909090909,true
Scomberomorus brasiliensis,ctmax,4,0,0.0,false
Scomberomorus koreanus,ctmax,1,0,0.0,false
Scomberomorus munroi,ctmax,3,1,0.333333333333333,true
Scomberomorus queenslandicus,ctmax,4,1,0.25,true
Scomberomorus semifasciatus,ctmax,4,0,0.0,false
Securicula gora,ctmax,5,0,0.0,false
Serranochromis altus,ctmax,1,0,0.0,false
Serranus baldwini,ctmax,3,0,0.0,false
Serranus phoebe,ctmax,2,0,0.0,false
Sillago sihama,ctmax,14,0,0.0,false
Silurus asotus,ctmax,6,3,0.5,true
Sinibotia pulchra,ctmax,1,0,0.0,false
Sparodon durbanensis,ctmax,7,0,0.0,false
Sphoeroides annulatus,ctmax,10,0,0.0,false
Sphoeroides testudineus,ctmax,6,0,0.0,false
Spirinchus thaleichthys,ctmax,5,0,0.0,false
Stenodus leucichthys,ctmax,14,5,0.357142857142857,true
Stethojulis albovittata,ctmax,3,0,0.0,false
Stethojulis balteata,ctmax,4,0,0.0,false
Stethojulis bandanensis,ctmax,7,0,0.0,false
Stolothrissa tanganicae,ctmax,3,0,0.0,false
Suezichthys gracilis,ctmax,6,0,0.0,false
Symphodus doderleini,ctmax,6,0,0.0,false
Symphodus mediterraneus,ctmax,11,0,0.0,false
Symphodus roissali,ctmax,10,0,0.0,false
Symphodus tinca,ctmax,8,0,0.0,false
Syncrossus beauforti,ctmax,1,0,0.0,false
Syngnathus schlegeli,ctmax,8,0,0.0,false
Synodontis batensoda,ctmax,5,0,0.0,false
Synodontis frontosus,ctmax,2,0,0.0,false
Synodontis leopardinus,ctmax,5,0,0.0,false
Synodontis macrostigma,ctmax,5,0,0.0,false
Synodontis membranaceus,ctmax,3,0,0.0,false
Synodontis multipunctatus,ctmax,2,1,0.5,true
Synodontis nigriventris,ctmax,4,0,0.0,false
Synodontis nigromaculatus,ctmax,4,0,0.0,false
Synodontis ocellifer,ctmax,5,0,0.0,false
Synodontis woosnami,ctmax,6,0,0.0,false
Systomus sarana,ctmax,7,0,0.0,false
Takifugu niphobles,ctmax,13,0,0.0,false
Takifugu poecilonotus,ctmax,9,0,0.0,false
Tanganicodus irsacae,ctmax,3,0,0.0,false
Terapon jarbua,ctmax,22,1,0.0454545454545455,true
Terapon theraps,ctmax,8,0,0.0,false
Thalassoma amblycephalum,ctmax,3,0,0.0,false
Thalassoma ballieui,ctmax,12,0,0.0,false
Thalassoma duperrey,ctmax,13,0,0.0,false
Thalassoma hardwicke,ctmax,11,0,0.0,false
Thalassoma jansenii,ctmax,4,0,0.0,false
Thalassoma lunare,ctmax,11,0,0.0,false
Thalassoma lutescens,ctmax,3,0,0.0,false
Thalassoma pavo,ctmax,3,0,0.0,false
Thalassoma purpureum,ctmax,7,0,0.0,false
Thalassoma quinquevittatum,ctmax,7,0,0.0,false
Thalassoma trilobatum,ctmax,4,0,0.0,false
Thunnus maccoyii,ctmax,5,1,0.2,true
Tor khudree,ctmax,6,0,0.0,false
Tor sinensis,ctmax,4,0,0.0,false
Tor tor,ctmax,18,1,0.0555555555555556,true
Totoaba macdonaldi,ctmax,3,0,0.0,false
Trachinotus carolinus,ctmax,1,0,0.0,false
Trichopodus pectoralis,ctmax,16,0,0.0,false
Trichopodus trichopterus,ctmax,10,0,0.0,false
Trichopsis vittata,ctmax,3,0,0.0,false
Trigonostigma heteromorpha,ctmax,4,0,0.0,false
Tylochromis polylepis,ctmax,3,1,0.333333333333333,true
Valencia hispanica,ctmax,2,0,0.0,false
Vimba vimba,ctmax,4,0,0.0,false
Wallago attu,ctmax,6,2,0.333333333333333,true
Xenentodon cancila,ctmax,1,0,0.0,false
Xenomystus nigri,ctmax,5,0,0.0,false
Xenotilapia bathyphila,ctmax,3,0,0.0,false
Xenotilapia caudafasciata,ctmax,6,0,0.0,false
Xenotilapia longispinis,ctmax,7,0,0.0,false
Xenotilapia ochrogenys,ctmax,9,0,0.0,false
Xenotilapia ornatipinnis,ctmax,6,0,0.0,false
Yasuhikotakia modesta,ctmax,1,0,0.0,false
Aidablennius sphynx,ctmax,4,0,0.0,false
Coregonus peled,ctmax,13,5,0.384615384615385,true
Luciobarbus guiraonis,ctmax,8,1,0.125,true
Maylandia zebra,ctmax,6,0,0.0,false
Microlipophrys adriaticus,ctmax,4,0,0.0,false
Parablennius sanguinolentus,ctmax,5,0,0.0,false
Parablennius tentacularis,ctmax,4,0,0.0,false
Salaria pavo,ctmax,7,0,0.0,false
Acanthurus guttatus,ctmax,4,0,0.0,false
Heterandria formosa,ctmax,7,0,0.0,false
Naso elegans,ctmax,2,0,0.0,false
Awaous guamensis,ctmax,11,0,0.0,false
Cyclocheilichthys apogon,ctmax,3,0,0.0,false
Etheostoma jordani,ctmax,5,0,0.0,false
Haplochromis nyererei,ctmax,2,0,0.0,false
Holacanthus bermudensis,ctmax,4,0,0.0,false
Labeo rohita,ctmax,5,0,0.0,false
Petrochromis polyodon,ctmax,2,0,0.0,false
Petrochromis trewavasae,ctmax,3,0,0.0,false
Pomacanthus semicirculatus,ctmax,6,0,0.0,false
Rhamphochromis longiceps,ctmax,10,0,0.0,false
Synodontis njassae,ctmax,6,1,0.166666666666667,true
Tenualosa ilisha,ctmax,4,0,0.0,false
Zebrasoma scopas,ctmax,5,0,0.0,false
Arothron immaculatus,ctmax,4,0,0.0,false
Acanthurus blochii,ctmax,3,0,0.0,false
Acanthurus dussumieri,ctmax,4,0,0.0,false
Acanthurus nigricans,ctmax,4,0,0.0,false
Acanthurus nigroris,ctmax,2,0,0.0,false
Calotomus spinidens,ctmax,4,0,0.0,false
Centropyge potteri,ctmax,6,0,0.0,false
Chaetodon auripes,ctmax,7,0,0.0,false
Chaetodon bennetti,ctmax,7,0,0.0,false
Chaetodon lineolatus,ctmax,5,0,0.0,false
Chaetodon ornatissimus,ctmax,2,0,0.0,false
Chaetodon speculum,ctmax,3,0,0.0,false
Chaetodon trifasciatus,ctmax,2,0,0.0,false
Ctenochaetus striatus,ctmax,5,0,0.0,false
Gnatholepis anjerensis,ctmax,2,0,0.0,false
Leptoscarus vaigiensis,ctmax,7,0,0.0,false
Macropharyngodon meleagris,ctmax,2,0,0.0,false
Salarias fasciatus,ctmax,5,0,0.0,false
Scarus ghobban,ctmax,3,0,0.0,false
Scarus oviceps,ctmax,3,0,0.0,false
Scarus prasiognathos,ctmax,4,0,0.0,false
Scarus psittacus,ctmax,2,0,0.0,false
Thalassoma hebraicum,ctmax,3,0,0.0,false
Zebrasoma flavescens,ctmax,3,0,0.0,false
Barbus haasi,ctmax,3,0,0.0,false
Gymnocephalus baloni,ctmax,2,0,0.0,false
Kuhlia sandvicensis,ctmax,7,2,0.285714285714286,true
Mugilogobius cavifrons,ctmax,3,0,0.0,false
Sewellia lineolata,ctmax,4,0,0.0,false
Lestradea stappersii,ctmax,2,0,0.0,false
Planiliza subviridis,ctmax,7,0,0.0,false
Cyprinella callistia,ctmax,3,0,0.0,false
Percina sciera,ctmax,7,0,0.0,false
Formica subsericea,ctmax,7,1,0.142857142857143,true
Dentex dentex,ctmax,5,0,0.0,false
Limnotilapia dardennii,ctmax,2,0,0.0,false
Rhamphochromis esox,ctmax,3,0,0.0,false
Serranus tabacarius,ctmax,2,0,0.0,false
Telmatochromis temporalis,ctmax,4,0,0.0,false
Tropheus moorii,ctmax,2,0,0.0,false
Sierrathrissa leonensis,ctmax,2,0,0.0,false
Thymallus arcticus,ctmax,6,1,0.166666666666667,true
Urosaurus ornatus,ctmax,1,0,0.0,false
Aedes aegypti,ctmax,12,0,0.0,false
Clibanarius virescens,ctmax,37,0,0.0,false
Trimeresurus stejnegeri,ctmax,12,0,0.0,false
Astacus leptodactylus,ctmax,2,1,0.5,true
Procambarus clarkii,ctmax,11,0,0.0,false
Myrmecocystus mimicus,ctmax,4,0,0.0,false
Pogonomyrmex desertorum,ctmax,5,0,0.0,false
Planorbarius corneus,ctmax,10,0,0.0,false
Sargochromis giardi,ctmax,3,0,0.0,false
Amphilius jacksonii,ctmax,4,0,0.0,false
Opsarius koratensis,ctmax,1,0,0.0,false
Xiphophorus hellerii,ctmax,4,0,0.0,false
Austroglanis gilli,ctmax,4,0,0.0,false
Pungu maclareni,ctmax,7,0,0.0,false
Barbus trimaculatus,ctmax,4,0,0.0,false
Phagocata gracilis,ctmax,2,0,0.0,false
Sphoeroides pachygaster,ctmax,5,0,0.0,false
Chionodraco rastrospinosus,ctmax,11,1,0.0909090909090909,true
Trachurus japonicus,ctmax,5,1,0.2,true
Morone mississippiensis,ctmax,8,2,0.25,true
Phyllorhynchus decurtatus,ctmax,2,1,0.5,true
Planorbis carinatus,ctmax,25,0,0.0,false
Tetramorium caespitum,ctmax,3,0,0.0,false
Rhinichthys cataractae,ctmax,5,0,0.0,false
Culex quinquefasciatus,ctmax,7,0,0.0,false
Spea hammondii,ctmax,1,0,0.0,false
Atherinops affinis,ctmax,21,0,0.0,false
Astyanax asuncionensis,ctmax,1,0,0.0,false
Chaetodon fasciatus,ctmax,5,0,0.0,false
Pomacanthus imperator,ctmax,5,0,0.0,false
Gambusia holbrooki,ctmax,11,0,0.0,false
Thunnus tonggol,ctmax,4,0,0.0,false
Rhamphochromis woodi,ctmax,4,0,0.0,false
Gymnosarda unicolor,ctmax,3,0,0.0,false
Penaeus vannamei,ctmax,2,0,0.0,false
Cobitis calderoni,ctmax,2,0,0.0,false
Rhyacophila brunnea,ctmax,1,0,0.0,false
Notropis atherinoides,ctmax,6,0,0.0,false
Eulamprus heatwolei,ctmax,1,0,0.0,false
Marcusenius macrolepidotus,ctmax,9,0,0.0,false
Pachydiplax longipennis,ctmax,1,0,0.0,false
Libellula auripennis,ctmax,1,0,0.0,false
Neolamprologus modestus,ctmax,6,0,0.0,false
Formica sanguinea,ctmax,25,1,0.04,true
Chaetodon madagaskariensis,ctmax,6,0,0.0,false
Plagiolepis pygmaea,ctmax,1,0,0.0,false
Argia vivida,ctmax,4,0,0.0,false
Nemurella pictetii,ctmax,2,0,0.0,false
Pinus sylvestris,ctmax,4,0,0.0,false
Galaxias brevipinnis,ctmax,15,3,0.2,true
Tridentiger bifasciatus,ctmax,1,0,0.0,false
Pseudobarbus burgi,ctmax,5,0,0.0,false
Serranus tortugarum,ctmax,5,0,0.0,false
Brachyponera chinensis,ctmax,7,1,0.142857142857143,true
Notechis scutatus,ctmax,14,5,0.357142857142857,true
Protobothrops mucrosquamatus,ctmax,4,0,0.0,false
Elopichthys bambusa,ctmax,1,1,1.0,true
Parasuta flagellum,ctmax,8,4,0.5,true
Hyalella azteca,ctmax,1,0,0.0,false
Lepomis microlophus,ctmax,3,0,0.0,false
Poecilia latipinna,ctmax,10,0,0.0,false
Solenopsis molesta,ctmax,4,0,0.0,false
Micropterus coosae,ctmax,1,1,1.0,true
Sperata seenghala,ctmax,1,1,1.0,true
Tiliqua scincoides,ctmax,1,0,0.0,false
Nandus nandus,ctmax,1,1,1.0,true
Hypophthalmichthys molitrix,ctmax,4,0,0.0,false
Hypophthalmichthys nobilis,ctmax,7,0,0.0,false
Psammodromus algirus,ctmax,1,0,0.0,false
Geophagus brasiliensis,ctmax,5,0,0.0,false
Bodianus scrofa,ctmax,3,0,0.0,false
Sparisoma cretense,ctmax,6,0,0.0,false
Xiphophorus maculatus,ctmax,2,0,0.0,false
Baetis phoebus,ctmax,1,0,0.0,false
Scarus altipinnis,ctmax,2,0,0.0,false
Tor putitora,ctmax,8,0,0.0,false
Seriola quinqueradiata,ctmax,4,0,0.0,false
Camponotus americanus,ctmax,1,0,0.0,false
Galaxias zebratus,ctmax,5,0,0.0,false
Olisthops cyanomelas,ctmax,1,0,0.0,false
Zingel zingel,ctmax,5,0,0.0,false
Gobiocichla ethelwynnae,ctmax,4,1,0.25,true
Konia eisentrauti,ctmax,2,1,0.5,true
Oreochromis esculentus,ctmax,5,1,0.2,true
Probarbus jullieni,ctmax,5,1,0.2,true
Tylochromis pulcher,ctmax,1,1,1.0,true
Xyrauchen texanus,ctmax,5,1,0.2,true
Charina bottae,ctmax,10,2,0.2,true
Ischnura verticalis,ctmax,6,0,0.0,false
Micropterus punctulatus,ctmax,2,1,0.5,true
Nannocharax multifasciatus,ctmax,3,0,0.0,false
Takifugu oblongus,ctmax,10,0,0.0,false
Hemidactylus turcicus,ctmax,5,1,0.2,true
Scomberomorus tritor,ctmax,1,1,1.0,true
Formica perpilosa,ctmax,2,0,0.0,false
Camponotus cruentatus,ctmax,5,0,0.0,false
Formica pallidefulva,ctmax,4,0,0.0,false
Plestiodon skiltonianus,ctmax,1,0,0.0,false
Lepisosteus platostomus,ctmax,3,0,0.0,false
Gasterochisma melampus,ctmax,6,0,0.0,false
Paretroplus tsimoly,ctmax,4,0,0.0,false
Bolbometopon muricatum,ctmax,3,0,0.0,false
Chrosomus oreas,ctmax,1,0,0.0,false
Etheostoma fonticola,ctmax,3,0,0.0,false
Labeo bata,ctmax,3,0,0.0,false
Mekongina erythrospila,ctmax,2,0,0.0,false
Campostoma anomalum,ctmax,5,0,0.0,false
Exoglossum maxillingua,ctmax,11,0,0.0,false
Synodontis brichardi,ctmax,2,0,0.0,false
Acanthurus mata,ctmax,3,0,0.0,false
Ophiocara porocephala,ctmax,2,0,0.0,false
Heterobranchus longifilis,ctmax,3,0,0.0,false
Aristochromis christyi,ctmax,1,0,0.0,false
Etheostoma rubrum,ctmax,4,0,0.0,false
Grammatorcynus bilineatus,ctmax,2,0,0.0,false
Formica obscuripes,ctmax,2,0,0.0,false
Formica neogagates,ctmax,2,0,0.0,false
Formica polyctena,ctmax,2,0,0.0,false
Capoeta banarescui,ctmax,5,0,0.0,false
Marinogammarus marinus,ctmax,3,0,0.0,false
Ctenochaetus binotatus,ctmax,1,0,0.0,false
Lepomis cyanellus,ctmax,12,3,0.25,true
Belonesox belizanus,ctmax,1,1,1.0,true
Echinogammarus ischnus,ctmax,1,0,0.0,false
Naso annulatus,ctmax,4,0,0.0,false
Palaemon varians,ctmax,8,0,0.0,false
Anolis pulchellus,ctmax,1,0,0.0,false
Ptychocheilus grandis,ctmax,3,3,1.0,true
Sceloporus undulatus,ctmax,1,0,0.0,false
Ctenotus pantherinus,ctmax,3,1,0.333333333333333,true
Anopheles plumbeus,ctmax,2,0,0.0,false
Glossina pallidipes,ctmax,1,0,0.0,false
Pogonomyrmex rugosus,ctmax,3,1,0.333333333333333,true
Labeobarbus crassibarbis,ctmax,2,0,0.0,false
Tylochromis leonensis,ctmax,3,0,0.0,false
Adamussium colbecki,ctmax,2,0,0.0,false
Eulamprus quoyii,ctmax,1,0,0.0,false
Neolamprologus pulcher,ctmax,4,3,0.75,true
Tetrapturus angustirostris,ctmax,2,2,1.0,true
Channa marulius,ctmax,1,1,1.0,true
Cottus rhotheus,ctmax,2,0,0.0,false
Bathyclarias nyasensis,ctmax,5,0,0.0,false
Neolamprologus christyi,ctmax,3,0,0.0,false
Romanichthys valsanicola,ctmax,1,0,0.0,false
Galaxias fasciatus,ctmax,2,1,0.5,true
Petrus rupestris,ctmax,1,1,1.0,true
Synodontis zambezensis,ctmax,6,1,0.166666666666667,true
Aphaenogaster rudis,ctmax,1,0,0.0,false
Ambystoma jeffersonianum,ctmax,1,0,0.0,false
Ambystoma maculatum,ctmax,1,0,0.0,false
Chaetodon ocellicaudus,ctmax,4,0,0.0,false
Scaphirhynchus albus,ctmax,1,0,0.0,false
Philodromus aureolus,ctmax,1,0,0.0,false
Danio albolineatus,ctmax,5,0,0.0,false
Synodontis victoriae,ctmax,1,0,0.0,false
Baetis tricaudatus,ctmax,2,0,0.0,false
Dolophilodes distinctus,ctmax,2,0,0.0,false
Couesius plumbeus,ctmax,4,0,0.0,false
Halichoeres melanotis,ctmax,2,0,0.0,false
Galba truncatula,ctmax,1,0,0.0,false
Ctenotus regius,ctmax,1,0,0.0,false
Xantho incisus,ctmax,2,0,0.0,false
Sarotherodon lohbergeri,ctmax,3,0,0.0,false
Melanochromis auratus,ctmax,3,0,0.0,false
Tropheops gracilior,ctmax,2,0,0.0,false
Chrysemys picta,ctmax,3,2,0.666666666666667,true
Dendrobates auratus,ctmax,1,0,0.0,false
Pseudacris triseriata,ctmax,1,0,0.0,false
Rhinella marina,ctmax,1,0,0.0,false
Storeria occipitomaculata,ctmax,1,0,0.0,false
Chaetodon melannotus,ctmax,5,0,0.0,false
Chaetodon rafflesii,ctmax,7,0,0.0,false
Serranochromis thumbergi,ctmax,1,0,0.0,false
Carpiodes carpio,ctmax,1,0,0.0,false
Naso tuberosus,ctmax,3,0,0.0,false
Naso vlamingii,ctmax,4,0,0.0,false
Gammarus tigrinus,ctmax,1,0,0.0,false
Girardia tigrina,ctmax,1,0,0.0,false
Uma inornata,ctmax,1,0,0.0,false
Squalius carolitertii,ctmax,2,0,0.0,false
Abudefduf troschelii,ctmax,5,0,0.0,false
Acanthopsoides gracilentus,ctmax,1,0,0.0,false
Acanthopsoides hapalias,ctmax,2,0,0.0,false
Achondrostoma arcasii,ctmax,1,0,0.0,false
Acipenser naccarii,ctmax,2,0,0.0,false
Amphichaetodon howensis,ctmax,4,0,0.0,false
Anaecypris hispanica,ctmax,2,0,0.0,false
Anampses meleagrides,ctmax,2,0,0.0,false
Anampses neoguinaicus,ctmax,2,0,0.0,false
Anampses twistii,ctmax,2,0,0.0,false
Aphanius fasciatus,ctmax,2,0,0.0,false
Aphanius iberus,ctmax,1,0,0.0,false
Arius jella,ctmax,2,0,0.0,false
Arothron mappa,ctmax,2,0,0.0,false
Astatotilapia calliptera,ctmax,4,0,0.0,false
Astyanax eigenmanniorum,ctmax,1,0,0.0,false
Aulonocara stuartgranti,ctmax,1,0,0.0,false
Austrolabrus maculatus,ctmax,2,0,0.0,false
Bangana ariza,ctmax,3,0,0.0,false
Barbucca diabolica,ctmax,5,0,0.0,false
Barbus prespensis,ctmax,3,0,0.0,false
Barbus tyberinus,ctmax,2,0,0.0,false
Callinectes danae,ctmax,6,0,0.0,false
Callochromis melanostigma,ctmax,1,0,0.0,false
Callochromis pleurospilus,ctmax,2,0,0.0,false
Canthigaster bennetti,ctmax,4,0,0.0,false
Capoeta damascina,ctmax,6,0,0.0,false
Catostomus columbianus,ctmax,2,0,0.0,false
Chaetodon adiergastos,ctmax,2,0,0.0,false
Chaetodon collare,ctmax,3,0,0.0,false
Chaetodon decussatus,ctmax,6,0,0.0,false
Chaetodon dolosus,ctmax,4,0,0.0,false
Chaetodon falcula,ctmax,4,0,0.0,false
Chaetodon flavirostris,ctmax,4,0,0.0,false
Chaetodon guentheri,ctmax,4,0,0.0,false
Chaetodon guttatissimus,ctmax,6,0,0.0,false
Chaetodon hoefleri,ctmax,2,0,0.0,false
Chaetodon humeralis,ctmax,4,0,0.0,false
Chaetodon marleyi,ctmax,4,0,0.0,false
Chaetodon mertensii,ctmax,5,0,0.0,false
Chaetodon oxycephalus,ctmax,4,0,0.0,false
Chaetodon pelewensis,ctmax,4,0,0.0,false
Chaetodon punctatofasciatus,ctmax,5,0,0.0,false
Chaetodon selene,ctmax,4,0,0.0,false
Chaetodon semeion,ctmax,4,0,0.0,false
Chaetodon semilarvatus,ctmax,2,0,0.0,false
Chaetodon tinkeri,ctmax,3,0,0.0,false
Chaetodon ulietensis,ctmax,5,0,0.0,false
Chaetodon xanthurus,ctmax,4,0,0.0,false
Chalinochromis brichardi,ctmax,1,0,0.0,false
Chelmon muelleri,ctmax,2,0,0.0,false
Chelmon rostratus,ctmax,2,0,0.0,false
Chetia flaviventris,ctmax,3,0,0.0,false
Chlorurus bowersi,ctmax,4,0,0.0,false
Chondrostoma oxyrhynchum,ctmax,3,0,0.0,false
Clarias werneri,ctmax,2,0,0.0,false
Cobitis meridionalis,ctmax,1,0,0.0,false
Coradion chrysozonus,ctmax,5,0,0.0,false
Coris flavovittata,ctmax,1,0,0.0,false
Devario laoensis,ctmax,1,0,0.0,false
Dimidiochromis strigatus,ctmax,2,0,0.0,false
Diplodus fasciatus,ctmax,2,0,0.0,false
Diplodus noct,ctmax,4,0,0.0,false
Diplodus prayensis,ctmax,6,0,0.0,false
Economidichthys pygmaeus,ctmax,1,0,0.0,false
Exyrias puntang,ctmax,2,0,0.0,false
Gomphosus caeruleus,ctmax,2,0,0.0,false
Halichoeres brasiliensis,ctmax,1,0,0.0,false
Halichoeres dispilus,ctmax,2,0,0.0,false
Halichoeres leucurus,ctmax,2,0,0.0,false
Halichoeres melasmapomus,ctmax,2,0,0.0,false
Halichoeres pictus,ctmax,1,0,0.0,false
Halichoeres solorensis,ctmax,2,0,0.0,false
Hemichromis guttatus,ctmax,1,0,0.0,false
Hemigrammopetersius barnardi,ctmax,4,0,0.0,false
Heniochus monoceros,ctmax,2,0,0.0,false
Heniochus pleurotaenia,ctmax,2,0,0.0,false
Heniochus singularius,ctmax,3,0,0.0,false
Hipposcarus longiceps,ctmax,3,0,0.0,false
Iberochondrostoma lemmingii,ctmax,4,0,0.0,false
Indostomus paradoxus,ctmax,1,0,0.0,false
Julidochromis ornatus,ctmax,1,0,0.0,false
Knipowitschia panizzae,ctmax,3,0,0.0,false
Knipowitschia punctatissima,ctmax,1,0,0.0,false
Lamprologus ocellatus,ctmax,3,0,0.0,false
Luciobarbus capito,ctmax,5,0,0.0,false
Luciobarbus comizo,ctmax,2,0,0.0,false
Luciobarbus graecus,ctmax,2,0,0.0,false
Luciobarbus graellsii,ctmax,2,0,0.0,false
Luciobarbus microcephalus,ctmax,2,0,0.0,false
Luciobarbus sclateri,ctmax,8,0,0.0,false
Macropodus opercularis,ctmax,3,0,0.0,false
Malacoctenus zonifer,ctmax,2,0,0.0,false
Mesonauta insignis,ctmax,4,0,0.0,false
Nannocharax machadoi,ctmax,5,0,0.0,false
Naso thynnoides,ctmax,3,0,0.0,false
Nemacheilus masyae,ctmax,2,0,0.0,false
Notothenia angustata,ctmax,4,0,0.0,false
Notropis texanus,ctmax,5,0,0.0,false
Ophioblennius steindachneri,ctmax,2,0,0.0,false
Ophthalmolepis lineolata,ctmax,2,0,0.0,false
Oreonectes platycephalus,ctmax,3,0,0.0,false
Pachychilon pictum,ctmax,3,0,0.0,false
Padogobius nigricans,ctmax,1,0,0.0,false
Parachaetodon ocellatus,ctmax,4,0,0.0,false
Pelasgus stymphalicus,ctmax,2,0,0.0,false
Pomacanthus zonipectus,ctmax,6,0,0.0,false
Procypris rabaudi,ctmax,2,0,0.0,false
Pseudobarbus capensis,ctmax,4,0,0.0,false
Pseudobarbus serra,ctmax,6,0,0.0,false
Pseudobarbus tenuis,ctmax,5,0,0.0,false
Pseudochondrostoma duriense,ctmax,2,0,0.0,false
Pseudochondrostoma polylepis,ctmax,2,0,0.0,false
Pseudochondrostoma willkommii,ctmax,4,0,0.0,false
Pseudodax moluccanus,ctmax,4,0,0.0,false
Psilorhynchus homaloptera,ctmax,4,0,0.0,false
Pteragogus cryptus,ctmax,2,0,0.0,false
Redigobius bikolanus,ctmax,6,0,0.0,false
Rhabdalestes maunensis,ctmax,3,0,0.0,false
Romanogobio uranoscopus,ctmax,3,0,0.0,false
Salmo carpio,ctmax,1,0,0.0,false
Sandelia capensis,ctmax,4,0,0.0,false
Squalius aphipsi,ctmax,2,0,0.0,false
Squalius ghigii,ctmax,4,0,0.0,false
Squalius illyricus,ctmax,2,0,0.0,false
Squalius lucumonis,ctmax,1,0,0.0,false
Squalius svallize,ctmax,1,0,0.0,false
Symphodus trutta,ctmax,2,0,0.0,false
Synodontis nebulosus,ctmax,5,0,0.0,false
Telestes turskyi,ctmax,1,0,0.0,false
Telmatochromis dhonti,ctmax,1,0,0.0,false
Thalassoma genivittatum,ctmax,2,0,0.0,false
Thalassoma lucasanum,ctmax,2,0,0.0,false
Triglachromis otostigma,ctmax,1,0,0.0,false
Tropidophoxinellus spartiaticus,ctmax,2,0,0.0,false
Vimba melanops,ctmax,2,0,0.0,false
Wetmorella nigropinnata,ctmax,2,0,0.0,false
Xenotilapia flavipinnis,ctmax,2,0,0.0,false
Xyrichtys martinicensis,ctmax,2,0,0.0,false
Yasuhikotakia eos,ctmax,1,0,0.0,false
Yasuhikotakia morleti,ctmax,1,0,0.0,false
Zingel streber,ctmax,2,0,0.0,false
Acanthobrama terraesanctae,ctmax,4,0,0.0,false
Acanthurus nubilus,ctmax,1,0,0.0,false
Amblypharyngodon mola,ctmax,1,0,0.0,false
Apogon dovii,ctmax,4,0,0.0,false
Apogon pacificus,ctmax,2,0,0.0,false
Ballerus ballerus,ctmax,4,0,0.0,false
Boraras urophthalmoides,ctmax,1,0,0.0,false
Brachygobius kabiliensis,ctmax,1,0,0.0,false
Capoeta capoeta,ctmax,3,0,0.0,false
Cardiopharynx schoutedeni,ctmax,2,0,0.0,false
Carnegiella strigata,ctmax,1,0,0.0,false
Chromis alta,ctmax,1,0,0.0,false
Chromis atrilobata,ctmax,1,0,0.0,false
Chromis punctipinnis,ctmax,4,0,0.0,false
Cirrhilabrus lubbocki,ctmax,1,0,0.0,false
Copadichromis borleyi,ctmax,1,0,0.0,false
Crossocheilus reticulatus,ctmax,2,0,0.0,false
Cyathopharynx furcifer,ctmax,2,0,0.0,false
Ecsenius midas,ctmax,4,0,0.0,false
Ectodus descampsii,ctmax,2,0,0.0,false
Enneacanthus obesus,ctmax,2,0,0.0,false
Enteromius ablabes,ctmax,4,0,0.0,false
Enteromius macrops,ctmax,3,0,0.0,false
Enteromius sublineatus,ctmax,3,0,0.0,false
Epalzeorhynchos frenatum,ctmax,2,0,0.0,false
Esomus longimanus,ctmax,1,0,0.0,false
Esomus metallicus,ctmax,3,0,0.0,false
Genicanthus lamarck,ctmax,2,0,0.0,false
Genicanthus melanospilos,ctmax,2,0,0.0,false
Gyrinocheilus aymonieri,ctmax,3,0,0.0,false
Gyrinocheilus pennocki,ctmax,3,0,0.0,false
Halichoeres socialis,ctmax,2,0,0.0,false
Haplochromis azureus,ctmax,2,0,0.0,false
Haplochromis piceatus,ctmax,1,0,0.0,false
Haplochromis pyrrhocephalus,ctmax,1,0,0.0,false
Haplotaxodon microlepis,ctmax,2,0,0.0,false
Helostoma temminkii,ctmax,1,0,0.0,false
Hemanthias peruanus,ctmax,2,0,0.0,false
Heniochus diphreutes,ctmax,1,0,0.0,false
Labeo coubie,ctmax,2,0,0.0,false
Labeo forskalii,ctmax,4,0,0.0,false
